short_name,name,lat,lon
3157.08,Turner Pl & Coney Island Ave,40.64521,-73.97073
8104.10,Amsterdam Ave & W 156 St,40.832081,-73.942386
5164.05,Broadway & Berry St,40.71036129922581,-73.96530389785767
3914.02,7 St & 5 Ave,40.6704922,-73.98541675
6524.09,37 Ave & 113 St,40.75475,-73.8549
6239.08,E 31 St & 3 Ave,40.74394314,-73.97966069
7180.02,E 84 St & 1 Ave,40.77565541,-73.95068615
5860.02,Green St & McGuinness Blvd,40.73396,-73.95204
7976.08,Edgecombe Ave & W 145 St,40.823498,-73.94386
5321.08,60 Ave & Fresh Pond Rd,40.71693,-73.90198
6001.01,Borden Ave & Review Ave,40.73866345465306,-73.94093804061413
5471.04,Grand Ave & 58 Ave,40.72098,-73.90701
6960.12,3 Ave & E 71 St,40.76879,-73.9614
8123.06,Broadway & W 157 St,40.83402740143528,-73.94510813442648
7165.01,26 Ave & 2 St,40.77684387,-73.93463418
5140.06,Bushwick Ave & Stagg St,40.709897,-73.94008
6432.11,E 40 St & Park Ave,40.750756,-73.978326
5392.04,63 St & 59 Dr,40.71832,-73.90128
6070.05,55 Ave & 97 Pl,40.73892,-73.86367
2345.05,89 St & 3 Ave,40.62137,-74.03209
5114.06,West Thames St,40.70834698,-74.01713445
5581.01,Nassau Ave & Russell St,40.72557,-73.94434
6732.01,E 56 St & Madison Ave,40.761573,-73.972628
6233.04,Pier 61 at Chelsea Piers,40.746872,-74.00821
3019.02,65 St & 2 Ave,40.640493,-74.02564
7844.05,Barry St & Tiffany St,40.816126,-73.891559
6448.07,111 St & Roosevelt Ave,40.75147,-73.8557
3359.01,Church Ave & Nostrand Ave,40.65074,-73.94986
6492.08,9 Ave & W 33 St,40.752568,-73.996765
7927.08,E 163 St & Tiffany St,40.821075,-73.895069
8016.07,Park Ave & E 162 St,40.825716,-73.915585
8033.09,W 148 St & Amsterdam Ave,40.827075,-73.945909
5797.01,MacDougal St & Washington Sq,40.73226398,-73.99852205
4064.03,Bergen St & Saratoga Ave,40.67423,-73.91656
5945.01,60 Ave & Otis Ave,40.73715,-73.85614
2578.17,4 Ave & 76 St,40.63005,-74.0255
8133.08,Boston Rd & Prospect Ave,40.833246,-73.896599
5914.08,Greenwich Ave & Charles St,40.735238,-74.000271
8664.06,Decatur Ave & Bedford Park Blvd,40.86813,-73.88412
7504.19,3 Ave & E 109 St,40.79338,-73.94329
8209.01,Morris Ave & E 171 St,40.83899,-73.9109
7443.17,E 98 St & Park Ave,40.78813,-73.95206
4600.09,Bushwick Ave & Linden St,40.69146,-73.92146
6089.07,Lexington Ave & E 24 St,40.74025878,-73.98409214
