trial_id,learn_rate,max_tree_depth,l1_reg,l2_reg,mae
8,0.2,8,1e-14,0.00033459993780136308,0.27903136460010042
5,0.2,8,1.0512593458852344e-12,4.9999999999999849,0.27907436092979959
4,0.2,8,1e-14,4.9999999999999849,0.27907436092979959
10,0.2,8,2.5379492963592224e-10,9.9499073947297544e-09,0.27910811819652848
9,0.16180594032915371,8,4.3277133587636014e-07,4.9713018554750041,0.28049410050803386
