log_duration,rideable_type,is_member,is_ebike,started_at,hour,is_weekend,is_rush_hour,month,is_holiday,origin_h3_r9,origin_h3_r8,origin_h3_r7,dest_h3_r9,dest_h3_r8,dest_h3_r7,od_pair_r9,od_pair_r8,od_encoded,euclidean_dist_m,manhattan_dist_m,dist_ratio,actual_temp,apparent_temp,precipitation_mm,is_raining,windspeed,snowfall,snow_depth,precip_last_3h,mins_since_rain
5.46975911899547,electric_bike,True,True,2026-01-01 00:43:34.778,0,False,False,1,True,892a1072c27ffff,882a1072c3fffff,872a1072cffffff,892a1072c0fffff,882a1072c1fffff,872a1072cffffff,892a1072c27ffff_892a1072c0fffff,882a1072c3fffff_882a1072c1fffff,568807.0,754.2040712690498,1062.4281618151315,0.709887123078996,-1.2333333333333334,-6.2,0.0,False,12.933333333333332,0.0,0.01,0.0,3480.0
6.015288489830982,electric_bike,True,True,2026-01-09 16:51:26.263,16,False,False,1,False,892a100ae63ffff,882a100ae7fffff,872a100aeffffff,892a100ae0bffff,882a100ae5fffff,872a100aeffffff,892a100ae63ffff_892a100ae0bffff,882a100ae7fffff_882a100ae5fffff,690245.0,836.2400053463315,1075.263727618271,0.777706886103764,8.033333333333333,5.2,0.0,False,12.333333333333334,0.0,0.0,0.0,4400.0
6.1518855274485995,electric_bike,True,True,2026-01-12 08:46:28.860,8,False,True,1,False,892a1072c87ffff,882a1072c9fffff,872a1072cffffff,892a100d22bffff,882a100d23fffff,872a100d2ffffff,892a1072c87ffff_892a100d22bffff,882a1072c9fffff_882a100d23fffff,59123.0,922.583344176066,1000.0045698044288,0.9225791281698802,-1.2666666666666666,-6.1000000000000005,0.0,False,11.966666666666669,0.0,0.0,0.0,1820.0
6.457990260409388,electric_bike,True,True,2026-01-10 13:25:04.366,13,True,False,1,False,892a1072c53ffff,882a1072cdfffff,872a1072cffffff,892a100d34fffff,882a100d35fffff,872a100d3ffffff,892a1072c53ffff_892a100d34fffff,882a1072cdfffff_882a100d35fffff,460941.0,2095.965875586232,2497.8048899146465,0.8391231372991083,5.8,3.0666666666666664,0.0,False,5.8,0.0,0.0,0.0,960.0
6.534528389978698,classic_bike,True,False,2026-01-03 14:40:16.612,14,True,False,1,False,892a1072c53ffff,882a1072cdfffff,872a1072cffffff,892a1072813ffff,882a107281fffff,872a10728ffffff,892a1072c53ffff_892a1072813ffff,882a1072cdfffff_882a107281fffff,250742.0,2348.2849142782848,2729.318429235394,0.8603924295253984,-2.033333333333333,-6.766666666666667,0.0,False,8.766666666666666,0.0,0.01,0.0,3240.0
6.3332707471055825,electric_bike,True,True,2026-01-08 10:10:33.868,10,False,False,1,False,892a100d273ffff,882a100d27fffff,872a100d2ffffff,892a1072ccfffff,882a1072cdfffff,872a1072cffffff,892a100d273ffff_892a1072ccfffff,882a100d27fffff_882a1072cdfffff,170732.0,1598.168347816768,2223.6686383621172,0.71870795866147,4.2,1.3666666666666665,0.0,False,6.833333333333333,0.0,0.0,0.0,2600.0
6.440767896287815,electric_bike,True,True,2026-01-11 17:12:37.337,17,True,True,1,False,892a100a957ffff,882a100a95fffff,872a100a9ffffff,892a100a81bffff,882a100a8dfffff,872a100a8ffffff,892a100a957ffff_892a100a81bffff,882a100a95fffff_882a100a8dfffff,449383.0,2428.0790454233024,3097.355882266924,0.7839199425951066,5.666666666666667,0.1666666666666666,0.0333333333333333,False,19.0,0.0,0.0,0.0333333333333333,920.0
5.034918066616097,classic_bike,True,False,2026-01-05 13:46:15.056,13,False,False,1,False,892a1072c87ffff,882a1072c9fffff,872a1072cffffff,892a100d34fffff,882a100d35fffff,872a100d3ffffff,892a1072c87ffff_892a100d34fffff,882a1072c9fffff_882a100d35fffff,485251.0,490.61737558014465,627.5154942528376,0.7818410542425043,-1.0,-4.733333333333333,0.0,False,5.7,0.0,0.01,0.5333333333333333,2140.0
6.37111428757214,electric_bike,True,True,2026-01-09 18:46:41.571,18,False,True,1,False,892a100d347ffff,882a100d35fffff,872a100d3ffffff,892a1072c0fffff,882a1072c1fffff,872a1072cffffff,892a100d347ffff_892a1072c0fffff,882a100d35fffff_882a1072c1fffff,783721.0,1829.2940205636016,2309.5696185934003,0.7920497420111104,8.0,5.2,0.1666666666666666,True,11.833333333333334,0.0,0.0,0.0,2000.0
5.009841645907499,electric_bike,True,True,2026-01-10 14:06:05.489,14,True,False,1,False,892a100d24bffff,882a100d25fffff,872a10721ffffff,892a100d247ffff,882a100d25fffff,872a100d2ffffff,892a100d24bffff_892a100d247ffff,882a100d25fffff_882a100d25fffff,257086.0,546.3994357748412,626.8179702761038,0.8717035274757049,5.433333333333334,2.433333333333333,0.3333333333333333,True,7.033333333333334,0.0,0.0,0.0,0.0
